NombreBeca,Institucion,Carrera,Lugar,CategoriaDeBecas,Anio_Convocatoria,Genero,EstratoSocieconomico,BecasSegunMigracion
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería de Sistemas,Moquegua,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Educación Primaria,Pasco,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,SENATI,Gastronomía,Tacna,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Obstetricia,Pasco,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Mecatrónica,Callao,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,CIBERTEC,Ingeniería Civil,Cusco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Pontificia Universidad Católica del Perú,Arquitectura,Lima,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración de Negocios Internacionales,Cusco,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,TECSUP,Administración de Empresas,Huánuco,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad de Lima,Enfermería,Ica,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Derecho,Huánuco,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Ambiental,Piura,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Ingeniería de Sistemas,Puno,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Ingeniería Agrónoma,La Libertad,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Medicina Humana,Ica,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Educación Primaria,Callao,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Trujillo,Psicología,Ucayali,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Administración de Empresas,Cusco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Trabajo Social,Tumbes,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,SENATI,Ingeniería de Sistemas,Ayacucho,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería Mecánica,Tumbes,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de Trujillo,Obstetricia,Cajamarca,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Ambiental,Huancavelica,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Trabajo Social,Pasco,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería Ambiental,San Martín,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,CIBERTEC,Ingeniería Agrónoma,Junín,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Arquitectura,Ica,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Gestión Empresarial,Cajamarca,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional del Altiplano,Electrónica Industrial,Apurímac,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Ambiental,Piura,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional del Centro del Perú,Medicina Humana,Ucayali,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,CIBERTEC,Mecatrónica,Piura,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería Electrónica,Tumbes,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,SENATI,Electrónica Industrial,Amazonas,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Administración de Negocios Internacionales,Pasco,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,CIBERTEC,Medicina Humana,Piura,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Gestión Empresarial,Moquegua,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,CIBERTEC,Trabajo Social,Puno,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Administración de Negocios Internacionales,Huancavelica,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Computación e Informática,Apurímac,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Industrial,Callao,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Industrial,Apurímac,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,SENATI,Gestión Empresarial,Junín,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Medicina Humana,Moquegua,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Enfermería,Puno,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,SENATI,Marketing,Cajamarca,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Derecho,Cusco,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Educación Primaria,Cajamarca,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad del Pacífico,Enfermería,Tacna,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Gastronomía,Junín,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Enfermería,Puno,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Ingeniería Agrónoma,Puno,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería Industrial,Huánuco,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Mecatrónica,Madre de Dios,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería de Sistemas,Pasco,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Ambiental,Piura,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,SENATI,Educación Primaria,Pasco,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Medicina Humana,Junín,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Electrónica,Pasco,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad del Pacífico,Derecho,Lima,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,CIBERTEC,Electrónica Industrial,Junín,Pregrado,2022,Masculino,No pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Electrónica,Moquegua,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Enfermería Técnica,Ayacucho,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Industrial,Huánuco,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Ingeniería Electrónica,Cajamarca,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,CIBERTEC,Ingeniería Mecánica,Madre de Dios,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Economía,Lima,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,TECSUP,Trabajo Social,San Martín,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Obstetricia,Ayacucho,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,TECSUP,Ingeniería Ambiental,Huánuco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad de Lima,Turismo y Hotelería,Lima,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Trujillo,Educación Primaria,Lima,Pregrado,2022,Masculino,No pobre,Migró
Beca 18,Universidad Nacional del Altiplano,Mecatrónica,Madre de Dios,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Trabajo Social,Lima,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,CIBERTEC,Ingeniería Mecánica,Pasco,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Ambiental,Lima,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Turismo y Hotelería,Ayacucho,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Computación e Informática,Huancavelica,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Electrónica Industrial,Áncash,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Computación e Informática,Lima,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Obstetricia,Áncash,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Trabajo Social,Moquegua,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional del Altiplano,Administración de Empresas,Ayacucho,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Medicina Humana,Loreto,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Civil,Ayacucho,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,TECSUP,Ingeniería Mecánica,Tacna,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Ingeniería Electrónica,Moquegua,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,CIBERTEC,Administración de Negocios Internacionales,Áncash,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad de Lima,Contabilidad,Callao,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Trujillo,Contabilidad,Piura,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Gastronomía,Madre de Dios,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Ingeniería Ambiental,Lima,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Turismo y Hotelería,Huánuco,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Electrónica Industrial,San Martín,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,CIBERTEC,Contabilidad,Ayacucho,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad del Pacífico,Trabajo Social,Apurímac,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Enfermería,Arequipa,Pregrado,2022,Masculino,No pobre,Migró
Beca 18,Universidad Nacional del Centro del Perú,Enfermería,Puno,Pregrado,2022,Masculino,No pobre,Migró
Beca 18,TECSUP,Enfermería Técnica,Madre de Dios,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería Civil,San Martín,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Gastronomía,Áncash,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,TECSUP,Mecatrónica,Callao,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional del Altiplano,Computación e Informática,Lima,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración de Empresas,Pasco,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Mecatrónica,Amazonas,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Administración de Empresas,Junín,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,TECSUP,Administración de Negocios Internacionales,San Martín,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,SENATI,Ingeniería Electrónica,Ayacucho,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Ingeniería de Sistemas,Cusco,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería Ambiental,Ayacucho,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Trabajo Social,Arequipa,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad del Pacífico,Medicina Humana,Arequipa,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,CIBERTEC,Marketing,Huánuco,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Educación Primaria,Arequipa,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,TECSUP,Contabilidad,Moquegua,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Ingeniería Agrónoma,Puno,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,CIBERTEC,Derecho,Puno,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Agrónoma,La Libertad,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Mecánica,Moquegua,Pregrado,2022,Masculino,No pobre,Migró
Beca 18,SENATI,Educación Primaria,Madre de Dios,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Educación Primaria,Tumbes,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Trujillo,Computación e Informática,Amazonas,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Trujillo,Marketing,Puno,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Obstetricia,Ayacucho,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Economía,Ica,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,TECSUP,Administración de Negocios Internacionales,Piura,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Gastronomía,Apurímac,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Medicina Humana,Amazonas,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Mecatrónica,Junín,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Ingeniería,Arquitectura,Áncash,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Educación Primaria,Callao,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Ingeniería Ambiental,Puno,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Economía,Moquegua,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,SENATI,Electrónica Industrial,Madre de Dios,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,TECSUP,Ingeniería Agrónoma,Puno,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Electrónica,Pasco,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Ingeniería Ambiental,Áncash,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Mecánica,Piura,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Turismo y Hotelería,Ayacucho,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración de Negocios Internacionales,Tacna,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Obstetricia,Huánuco,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Enfermería Técnica,Pasco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,TECSUP,Obstetricia,Ica,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,SENATI,Ingeniería Ambiental,Tumbes,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Pontificia Universidad Católica del Perú,Turismo y Hotelería,Pasco,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Ingeniería Ambiental,Lambayeque,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Educación Primaria,Callao,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,CIBERTEC,Psicología,Apurímac,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Medicina Humana,San Martín,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Mecatrónica,Huánuco,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Ambiental,Loreto,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Enfermería Técnica,La Libertad,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Ingeniería Industrial,Ica,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad del Pacífico,Enfermería,Junín,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Ingeniería de Sistemas,Madre de Dios,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,SENATI,Derecho,Huancavelica,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Marketing,Huánuco,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,CIBERTEC,Marketing,Piura,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional del Altiplano,Ingeniería Ambiental,Lambayeque,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,SENATI,Gastronomía,Lima,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad de Lima,Contabilidad,Piura,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad de Lima,Turismo y Hotelería,Arequipa,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Marketing,Pasco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Ingeniería Electrónica,Junín,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad de Lima,Ingeniería Agrónoma,La Libertad,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional del Altiplano,Educación Primaria,Apurímac,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Derecho,Puno,Pregrado,2022,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Gestión Empresarial,Loreto,Pregrado,2022,Masculino,No pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Administración de Negocios Internacionales,Tumbes,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Gastronomía,Lima,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Administración de Negocios Internacionales,Lambayeque,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Ingeniería Mecánica,Junín,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Trabajo Social,Callao,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Enfermería Técnica,Pasco,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Trujillo,Administración de Negocios Internacionales,Callao,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Enfermería Técnica,Loreto,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Computación e Informática,Cusco,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,TECSUP,Ingeniería de Sistemas,Cajamarca,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Administración de Negocios Internacionales,Áncash,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Ingeniería Agrónoma,Áncash,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,TECSUP,Computación e Informática,Moquegua,Pregrado,2022,Femenino,No pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Economía,Áncash,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Altiplano,Administración de Empresas,La Libertad,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad del Pacífico,Marketing,Pasco,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,TECSUP,Psicología,Cusco,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Derecho,Lambayeque,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Gestión Empresarial,Ica,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Instituto Superior Tecnológico Público del Perú,Gastronomía,Huancavelica,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional San Agustín de Arequipa,Gestión Empresarial,Lima,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Enfermería Técnica,Pasco,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Civil,Piura,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,TECSUP,Economía,Lambayeque,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Gestión Empresarial,Madre de Dios,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Ingeniería Civil,Huánuco,Pregrado,2022,Femenino,No pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Industrial,Ayacucho,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Enfermería Técnica,Arequipa,Pregrado,2022,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Civil,Apurímac,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,SENATI,Ingeniería Civil,Callao,Pregrado,2022,Femenino,Pobre,Migró
Beca 18,CIBERTEC,Electrónica Industrial,Apurímac,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Universidad del Pacífico,Mecatrónica,Moquegua,Pregrado,2022,Femenino,Pobre,No Migró
Beca 18,Instituto de Educación Superior Tecnológico Público,Computación e Informática,San Martín,Pregrado,2022,Masculino,Pobre,No Migró
Beca 18,SENATI,Gastronomía,Cusco,Pregrado,2022,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración de Empresas,Amazonas,Pregrado,2022,Femenino,Pobre Extremo,Migró
Beca 18,Pontificia Universidad Católica del Perú,Contabilidad,Tacna,Pregrado,2022,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería Agrónoma,Lambayeque,Pregrado,2022,Femenino,Pobre,No Migró
